start_date_time;RCORR_E
2014-11-03 13:30:00;230.390
2014-11-03 13:31:00;238.040
2014-11-03 13:32:00;239.670
2014-11-03 13:33:00;233.660
2014-11-03 13:34:00;234.220
2014-11-03 13:35:00;231.810
2014-11-03 13:36:00;233.290
2014-11-03 13:37:00;234.720
2014-11-03 13:38:00;236.670
2014-11-03 13:39:00;231.460
2014-11-03 13:40:00;233.160
2014-11-03 13:41:00;232.440
2014-11-03 13:42:00;232.360
2014-11-03 13:43:00;228.680
2014-11-03 13:44:00;237.420
2014-11-03 13:45:00;233.510
2014-11-03 13:46:00;237.370
2014-11-03 13:47:00;234.040
2014-11-03 13:48:00;231.190
2014-11-03 13:49:00;234.590
2014-11-03 13:50:00;236.020
2014-11-03 13:51:00;231.760
2014-11-03 13:52:00;231.990
2014-11-03 13:53:00;226.880
2014-11-03 13:54:00;233.190
2014-11-03 13:55:00;234.490
2014-11-03 13:56:00;239.300
2014-11-03 13:57:00;236.620
2014-11-03 13:58:00;232.460
2014-11-03 13:59:00;233.790
2014-11-03 14:00:00;232.610
2014-11-03 14:01:00;233.340
2014-11-03 14:02:00;232.290
2014-11-03 14:03:00;234.240
2014-11-03 14:04:00;232.560
2014-11-03 14:05:00;238.490
2014-11-03 14:06:00;235.920
2014-11-03 14:07:00;237.970
2014-11-03 14:08:00;234.640
2014-11-03 14:09:00;231.860
2014-11-03 14:10:00;234.820
2014-11-03 14:11:00;236.440
